Link_Titolo,Nome,aiconalt,Visualizzazione,Visualizzazione1
https://www.amazon.it/portal/customer-reviews/srp/-/RQ1GN6SUZO9YZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Enzo,"4,0 su 5 stelle",Recensito in Italia il 21 agosto 2026,"Buono ma dopo un anno è mezzo il display ha cominciato a darmi problemi nei colori.
"
https://www.amazon.it/portal/customer-reviews/srp/-/RG4QPTXJMB0UR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Marco,"5,0 su 5 stelle",Recensito in Italia il 23 aprile 2025,"Google Pixel 8a ha tanti pregi e qualche difetto.

Ricezione:
Togliamoci subito il dente, il modem di rete di questo Pixel 8a è una revisione di quelli più vecchi, lo troviamo sin dal Pixel 6 ed è prodotto da Samsung, è un exynos, ha problemi come li avevano tutti i Samsung prima dell's23.
Il telefono prende bene, sia chiaro, semplicemente prende meno bene di altri brand quali Motorola, Xiaomi e Samsung.
Prende bene quanto un iPhone, ma consuma più batteria in 5G. Ottimi i microfoni, sempre chiari ed isolano bene l'interlocutore.

Display:
Il display è ottimo per colori, luminosità e fluidità. Non è LTPO, è un classico Amoled con refresh rate variabile (fino a 120hz) ha un solo ed unico problema, i bordi sono asimmetrici e il mento è parecchio pronunciato. Da fastidio? No, ve ne dimenticate dopo 10 minuti.

Fotocamera:
È un Pixel, le fotocamere sono migliori persino di iPhone 15 Pro, colori fedeli alla realtà, naturali, nessun colore sparato al massimo, nessuno al minimo. Risoluzione più che decente, veramente nessun problema da segnalare, i RAW sono lavorabilissimi e vengono fuori davvero ottime foto. Dico FOTO, perché i VIDEO son scarsi, nella media per un medio di gamma, sicuramente non al livello di altri smartphone da 5-600€.

Prestazioni:
Va come un top di gamma Google, come due top di gamma fa di Samsung. Le prestazioni sono ottime, non c'è mai un lag mai una incertezza, con giochi del tipo Genshin Impact, fa un po' di fatica, per il resto macina tutto con facilità ed ad alto frame rate. Se lo smartphone lo usate per tutt'altro che giocare, va comunque estremamente bene. Unico neo: se editate parecchi video, l'export sarà un po' più lento rispetto agli smartphone Apple o che montano processori Snapdragon.
Le memorie ram e storage sono veloci, nessun problema da segnalare, le app restano in background senza ricaricamenti, 8gb bastano ed avanzano, 12gb sarebbero comunque stati graditi.

Varie:
Racchiudo qui tutti gli altri punti:
batteria da 1 giorno, ci si fa 4-5h di schermo spalmate su 24 ore di utilizzo, non male ma nemmeno battery phone, si ricarica in 1,5-2h via cavo, 4-5h via wireless (estremamente lenta ma riscalda troppo la ricarica wireless, va bene così, ne giova la vita della batteria);
back cover in plastica opaca ma lavorata divinamente, pare vetro, frame in alluminio e sia benedetto per la resistenza quando altri brand montano plasticacce allo stesso prezzo, ip 67 quindi ottima resistenza ad acqua e polvere;
software di google: semplicemente top, 7 anni di aggiornamenti direttamente da google, funzioni AI comode e FILTRO CHIAMATE SPAM DA RENDERE OBBLIGATORIO PER LEGGE, ormai manco mi preoccupo più delle chiamate che mi avvertono di aver ricevuto il mio curriculum.

Credo di aver detto tutto, per i 350-400€ con cui ce lo si porta a casa, è il miglior medio gamma acquistabile OGGI, sia perché unico nella sua compattezza (moto edge 50 neo ha un hardware ben inferiore), sia per gli update e quindi longevità, sia perché si trovano pezzi di ricambio ufficiali su ifixit.

Previ lati negativi quali modem e cornici, direi che i pregi superano di gran lunga i difetti.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3TKHL50LDDKSZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Andrea,"4,0 su 5 stelle",Recensito in Italia il 27 luglio 2026,"Il telefono è una bomba. Però contattare l'assistenza Google è un problema
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1VQK7EO76TU6H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Gennaro D. ,"5,0 su 5 stelle",Recensito in Italia il 9 novembre 2024,"Il Google Pixel 8a è un dispositivo che ha davvero tutto quello che ci si aspetta da uno smartphone moderno, e in più offre il tipico tocco Google in termini di software e design. Dopo qualche settimana di utilizzo, posso dire che è un telefono che offre un'esperienza utente davvero fluida e completa.

Aspetti positivi:

1. Fotocamera Eccezionale: Come sempre, la serie Pixel si distingue per la qualità della fotocamera, e il Pixel 8a non fa eccezione. Le foto sono nitide, con colori naturali e una straordinaria resa in condizioni di scarsa luce. Gli strumenti avanzati per la fotografia, come l'editing automatico e il miglioramento dell'immagine, lo rendono perfetto per chi ama scattare foto anche in movimento.

2. Batteria di Lunga Durata: La batteria dura effettivamente un’intera giornata con uso normale, grazie alle ottimizzazioni software e alla gestione intelligente dell’energia. In condizioni di utilizzo intenso, comunque, riesce ad arrivare tranquillamente fino a sera.

3. Software e Sicurezza Google: La sicurezza avanzata è evidente, grazie agli aggiornamenti costanti e a funzioni integrate come il riconoscimento facciale e le opzioni per la privacy. Il sistema Android puro rende il telefono molto veloce, senza app inutili e con le ultime novità di Google sempre disponibili.

4. Design Elegante e Pratico: Il colore Nero Ossidiana è elegante e sobrio, con un design minimale che risulta gradevole alla vista e facile da tenere in mano. La memoria interna di 128GB è più che sufficiente per tutte le mie app, foto e video.

Aspetti da considerare:

Memoria non Espandibile: 128GB sono generalmente sufficienti, ma per chi ama scaricare molti contenuti o giochi pesanti, potrebbe essere utile avere più memoria.

Conclusione: In sintesi, il Google Pixel 8a è uno smartphone eccellente per chi cerca un dispositivo moderno, con una fotocamera eccezionale, una buona durata della batteria e la sicurezza avanzata di Google. Consigliatissimo per gli amanti del sistema Android puro e di chi desidera un telefono affidabile e senza fronzoli!
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2X68IR1RB2Z8Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Mirrui,"5,0 su 5 stelle",Recensito in Italia il 28 maggio 2024,"Il Google Pixel 8a si posiziona come il nuovo smartphone di fascia media di Google, erede del Pixel 7a. Pur mantenendo un prezzo contenuto, offre diverse caratteristiche di alto livello che lo rendono un'opzione eccellente per chi cerca un telefono affidabile e performante.

Design e Display:

Il Pixel 8a sfoggia un design compatto e leggero, con un corpo in alluminio resistente e un'elegante finitura posteriore in vetro. Il display OLED da 6,1 pollici, con refresh rate a 120Hz, offre immagini fluide e brillanti, perfette per la visione di contenuti multimediali o per giocare.

Prestazioni e Software:

Il cuore pulsante del Pixel 8a è il chip Google Tensor G3, che garantisce prestazioni fluide e reattive in ogni attività, dal multitasking all'utilizzo di app grafiche impegnative. Il telefono è dotato di 8GB di RAM e di 128GB o 256GB di storage espandibile, che offrono ampio spazio per foto, video e app.

Fotocamere:

Come da tradizione per i Pixel, il punto di forza del Pixel 8a è la fotocamera. Il sistema posteriore è composto da una fotocamera principale da 64MP, una ultrawide da 12MP e una terza lente dedicata allo zoom. La fotocamera scatta foto eccezionali in qualsiasi condizione di luce, anche in situazioni di scarsa illuminazione, grazie all'intelligenza artificiale di Google.

Batteria e Software:

La batteria da 4492mAh garantisce un'autonomia di oltre 24 ore, sufficiente per affrontare anche le giornate più intense. Il Pixel 8a è dotato di Android 13, con gli ultimi aggiornamenti di sicurezza e una serie di funzionalità esclusive di Google.

In sintesi:

Il Google Pixel 8a rappresenta un'eccellente scelta per chi cerca un telefono di fascia media completo e affidabile. Offre un design elegante, un display eccellente, un processore potente, una fotocamera eccezionale e una lunga durata della batteria, il tutto a un prezzo competitivo.

Punti di forza:

Fotocamera eccellente
Processore potente
Display fluido a 120Hz
Lunga durata della batteria
Android 13 puro
Punti deboli:

Non dispone di uno slot per schede microSD
La ricarica rapida è limitata a 18W
In definitiva, il Google Pixel 8a è un'opzione eccellente per chi cerca un telefono di fascia media che non deluda. Se state cercando un nuovo smartphone, il Pixel 8a merita sicuramente la vostra attenzione.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2JRRW1HPHBFTK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Federico,"5,0 su 5 stelle",Recensito in Italia il 2 febbraio 2025,"Ho acquistato il Google Pixel 8a dopo che il mio vecchio telefono è caduto e si è rotto, e devo dire che è stata un’ottima scelta!

📱 Display e Design
Il design è compatto e piacevole da tenere in mano. Il display OLED da 6,1 pollici è luminoso, con colori vividi e un’ottima fluidità grazie ai 120 Hz. Certo, le cornici sono un po’ spesse, ma dopo pochi minuti non ci si fa più caso.

📸 Fotocamera incredibile
Come sempre, i Pixel brillano nel reparto fotografico: le foto sono nitide, con colori naturali e dettagli perfetti anche in condizioni di scarsa luce. Funzionalità come Scatto Migliore e la Gomma Magica migliorano ulteriormente l’esperienza fotografica.

⚡ Prestazioni e Fluidità
Grazie al processore Tensor G3 e ai 8GB di RAM, tutto gira in modo rapido e senza intoppi. Il sistema Android puro di Google è privo di app inutili, rendendo l’esperienza d’uso veloce e intuitiva.

🔋 Batteria solida
L’autonomia è ottima: con un uso normale arrivo tranquillamente a fine giornata, e il Risparmio Energetico Estremo permette di farla durare ancora di più. La ricarica non è fulminea, ma sufficiente per le mie esigenze.

📡 Connettività e Funzioni Smart
Ottima ricezione, supporto al 5G, Wi-Fi stabile e Bluetooth impeccabile. L’integrazione con Google Assistant è perfetta e le funzionalità AI di Google migliorano l’esperienza d’uso quotidiana.

❌ Piccole note negative

Non ha la memoria espandibile, quindi meglio scegliere bene la versione giusta.
Si scalda un po’ sotto stress, ma nulla di preoccupante.
La ricarica non è tra le più veloci rispetto alla concorrenza.
🎯 Conclusione
Il Pixel 8a è perfetto per chi cerca un telefono veloce, intuitivo e con una fotocamera eccezionale. Dopo aver perso il mio vecchio telefono, questo è stato un upgrade che ha superato le mie aspettative! Super consigliato! ✅
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2LG2M4Q9OWO5D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Pido,"5,0 su 5 stelle",Recensito in Italia il 23 giugno 2026,"Ottimo
"
https://www.amazon.it/portal/customer-reviews/srp/-/RUGOW0MSW7X5S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Francesco,"4,0 su 5 stelle",Recensito in Italia il 27 marzo 2026,"Lato Hardware ottimo ma software da rivedere e dopo un anno ci sono dei glitch insopportabili
"
https://www.amazon.it/portal/customer-reviews/srp/-/R21NIQ1NQ2LK1N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,dp77,"3,0 su 5 stelle",Recensito in Italia il 15 novembre 2024,"Sono tutto sommato contento dell'esperienza pixel ma questo dispositivo per me risulta deficitario. Ci sono diversi aspetti che non mi convincono. La ricarica della batteria è quello che più mi ha convinto a cambiare restituendo il mio pixel 8a. È stressante vedere una ricarica così lenta di oltre due ore partendo dal 20%. Tutto sommato la durata ti porta al tardo pomeriggio ma è una batteria nuova poi che farà? E soprattutto come faccio a lasciarlo a caricare così lentamente? La fotocamera fa bellissime foto e l'editor è molto professionale con l'ai che sorprende ma ho fatto 8 foto in 10 GG e non è la mia priorità. Sensore di luminosità non sempre appropriato se c'è poca luce lui ne mette molto meno e non si vede. Schermo bello ma piccolo tanto da dover utilizzare un display size e caratteri sopra la metà delle impostazioni e comunque per me che non porto occhiali risulta spesso con menù poco leggibili e poca ottimizzazione delle app che spesso appaiono con caratteri poco visibili. Soprattutto su Telegram I menù sono molto piccoli. Meglio uno schermo più grande e ottimizzato nelle cornici che a parità di altezza dona più spazio. A livello software risulta discreto ma manca in diverse cosette. Manca per esempio un widget di blocco schermo e possibilità di un doppio tap per bloccare lo schermo. Si blocca solo con tasto fisico o lasciandolo spegnere in automatico. Spegnimento legato alla telecamera anteriore che rileva la tua presenza che è molto interessante ma non sempre corretto nel funzionamento. Ultimo appunto è che la tendina dei toggle è attiva anche a telefono bloccato con la possibilità di eliminare notifiche o attivare la modalità aereo a telefono bloccato con impronta e face. Molto strano! Audio spesso impastato con pochi alti e volume discreto. Si apprezza la tastiera e la sua vibrazione ma anche questa ha caratteri piccoli.
Che dire? Non mi ha convinto e torno a Xiaomi!!!
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2QTL1QTKR15FT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Stefano,"2,0 su 5 stelle",Recensito in Italia il 30 luglio 2024,"Il device è bello, poco da dire. Ma cosa deve fare un telefono principalmente? Deve connettersi alla rete (WiFi/5G) per ricevere chiamate e notifiche, altrimenti a cosa serve? Ebbene: se connesso in WiFi dopo 5 minuti in blocco schermo si addormenta e non riceve più nessuna notifica. Ho aperto un ticket con Google i quali, dopo avermi fatto fare tripli salti mortali carpiati, pregare in bulgaro con un cecio in bocca tra configurazioni modificate fino ad arrivare al ripristino (ebbene si: ripristino di un telefono nuovo dopo 10 giorni di utilizzo), hanno ammesso che il problema dell'assenza delle notifiche del Pixel 8a quando collegato in WiFi è noto e che i loro ingegneri stanno alacremente lavorando ad una soluzione. Ad oggi, dopo 2 mesi, nessuna soluzione all'orizzonte. Sono obbligato a stare in 5G per non perdere le notifiche la qualcosa non è un problema in Italia dove ho un abbonamento con Giga illimitati, ma potrebbe esserlo all'estero.

Altro aspetto deludente è la batteria: ricarica lenta e autonomia massima di 24h con un utilizzo pressoché nullo. Possedendo anche un Samsung e un iPhone ho potuto fare un confronto e non ne esce bene. E' vero che Android ha sempre avuto problemi con le notifiche ma il Pixel (prodotto da chi ha sviluppato Android!!!) le enfatizza. Per contro, il processore del Pixel è scattante e performante anche se scalda un po' troppo.

Il paradosso più eclatante è l'app Gmail: su Samsung o iPhone le notifiche sono immediate alla ricezione di una mail, sul Pixel arrivano dopo circa 40 minuti se in blocco schermo: quindi l'app Gmail di google su SO di Google che gira su telefono di Google funziona peggio di come funziona su Apple o Samsung. Geniale.

Dal punto di vista estetico e della maneggevolezza sono soddisfatto. Le dimensioni sono perfette per i miei gusti.

Sono un ottimista e voglio credere che in uno dei prossimi aggiornamenti ci sia anche la soluzione al problema delle notifiche in WiFi... ma se entro la fine dell'anno non succede nulla cambierò telefono tornando, credo, a casa Apple.

Un altro aspetto positivo è stata la promozione che mi ha permesso di recuperare 250€ inviando un vecchio iPhone X in modo da addolcire un poco la cocente delusione per questo telefono.

In conlusione: rifarei l'esperienza? NO. Consiglio questo telefono? NO.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R39I3Q8VK9UVA1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Fabrizio,"4,0 su 5 stelle",Recensito in Italia il 13 novembre 2025,"Il Google Pixel 8A mi ha veramente sorpreso! È velocissimo, la memoria è ampia e l'intelligenza artificiale è un vero aiuto quotidiano per le prestazioni dello smartphone. Gestisce tutto con facilità. Le foto sono magnifiche e la batteria mi accompagna tranquillamente a fine giornata. L'unico punto debole è il sensore di impronte digitali, che non è sempre performante; tuttavia, affiancandolo al riconoscimento facciale, la situazione migliora.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R38WNRA8ZVGVNR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Del Bravo Michele,"4,0 su 5 stelle",Recensito in Italia il 1 febbraio 2025,"Mi piace la compattezza e la fluidità di utilizzo, sempre veloce e scattante, le foto e i video sono un' altro punto a favore. La batteria dopo qualche giorno di utilizzo non è male e si riescono a fare sempre circa 6 ore di schermo acceso sotto rete dati 4G, non ho ancora provato il 5G. Buoni i materiali e la costruzione. Spettacolare il feedback della vibrazione. La ricarica anche acquistando un caricabatterie originale è lenta rispetto ai competitor e ci vogliono circa 1 ora e 40 minuti da 0 a 100% ma caricando di notte non è un problema. Ricarica wireless lentissima ma nel caso può aiutare. Ogni tanto scaldicchia soprattutto dove c'è poco segnale o utilizzando parecchio la fotocamera. All'uscita del Samsung S25 che in offerta si trova a 629€ ho vacillato nel fare il reso ma poi alla fine ho deciso di tenerlo, spero di non pentirmene.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R2HAXH23LO4NDM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Marco Zacchini,"3,0 su 5 stelle",Recensito in Italia il 18 marzo 2026,"È il primo pixel che uso e che compro. Vengo da una lunga esperienza con Samsung. Non posso dire di essere insoddisfatto ma non ho trovato la qualità del marchio coreano. Il fatto che vengono rilasciati per primi gli aggiornamenti software non credo sia un vantaggio. A volte ho trovato dei peggioramenti che solo nell'aggiornamento successivo hanno ripristinato correttamente il telefono. Batteria non all'altezza delle mie aspettative
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3VRUVRF1BT2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Cliente Amazon,"4,0 su 5 stelle",Recensito in Italia il 23 agosto 2025,"Quelli che sono per me i difetti del prodotto: la superficie del display si graffia con estrema facilità rispetto ad altri prodotti (ad esempio i Motorola); il display risulta piccolo per leggere con facilità e guardare video con dettagli (tipo la pallina di tennis). Unico pregio che mi sento di segnalare: è caduto in terra diverse volte, ma non ha riportato danni. Per il resto ha la qualità dei prodotti Google.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R11VRADDEJDPLJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Sunny,"5,0 su 5 stelle",Recensito in Italia il 21 gennaio 2025,"I bought it in used condition from Amazon and it works perfectly fine. I also got a discount because of the used condition. The phone was used since May 2024 with 137 battery cycles with wear and tear and some scratch on the aluminum frame. I got it with 256 gb of storage, which is not necassery for me at the moment, but maybe in a year or two since apps and the OS gets bigger over time.

What is really bad compared to the pixel 4a i had before is the fingerprint sensor. Its not even close to the quality of the pixel 4a fingerprint sensor, but i knew it will be like that. They for sure want us to use face ID because the fingerprint sensor is so bad and they love to collect data from the masses as much as possible. They want very second a photo of us and where you are and what you said. They dont know what we think :)
"
https://www.amazon.it/portal/customer-reviews/srp/-/R11C7W2EYJWL36/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Michele,"4,0 su 5 stelle",Recensito in Italia il 1 novembre 2025,"Non il massimo dei telefoni, è molto carino e piccolo rispetto alla media, le foto sono ottime ma le prestazioni lasciamo un po' a desiderare, soprattutto lo sblocco della home, un po' farraginoso
"
https://www.amazon.it/portal/customer-reviews/srp/-/RAQRS570CI54B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,giuseppe,"3,0 su 5 stelle",Recensito in Italia il 5 gennaio 2025,"Lo smartphone è fantastico, è molto bello, ha una buona fotocamera, usarlo è un piacere. Il software poi è molto completo e intuitivo, ma ha alcuni difetti gravi.
-1 Surriscaldamento elevato, sia durante la ricarica sia quando il processore viene messo sotto stress. Non oso immaginare d'estate.
-2 La batteria dura davvero poco. Con un uso medio/intenso si arriva al pomeriggio.
-3 La luminosità adattiva è molto conservativa (forse a causa delle scarse prestazioni della batteria) e spesso ci si ritrova a regolare manualmente la luminosità giusta.
-4 Tasto dello spegnimento posto in alto, non mi sono mai abituati nei vari giorni di utilizzo.
-5 Il display è davvero molto piccolo, sforzavo molto la vista. È un 6.1 pollici ma con rapporto d'aspetto 20:9. Iphone 15 e samsung s24 ad esempio pur avendo lo stesso polliciaggio hanno un rapporto d'aspetto 19,5:9 quindi piu corti e più larghi ma risultano molto ben visibili.
-6 Ricarica molto lenta, quasi 2 ore per portarlo al 100% per poi scaricarsi in mezza giornata.
-7 Sfarfallio del display, con poca luce è quasi impossibile utilizzarlo.
Sicuramente parte di questi difetti verranno parzialmente risolti con i vari aggiornamenti ma non ho voluto rischiare, ho fatto il reso.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1WLVP31L2DMMT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Francesca Boaro,"5,0 su 5 stelle",Recensito in Italia il 7 dicembre 2025,"Ho comprato questo telefono per mia mamma, dopo anni di iPhone. Devo dire che si sta trovando molto bene, il telfono è molto veloce e per il prezzo è un best buy. Ho potuto fare un confronto con il mio Pixel 8, dveo dire che non sfigura per niente, sì, il retro è di plastica ma per il resto è un buonissimo telefono, reattivo e con uno schermo più che decente.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3VBEUQK8FR93K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Frankie,"3,0 su 5 stelle",Recensito in Italia il 19 giugno 2025,"Sistema Android pulito, veloce, foto impeccabili ed esperienza unica ma... con la durata della batteria siamo ai livelli del 2011: roba da iPhone 4S!
E la situazione è peggiorata dopo tutti gli aggiornamenti e il passaggio ad Android 16!

È sfigato il mio oppure è un problema noto?
Perché nel 2025 trovo inaccettabile che uno smartphone non arrivi nemmeno a mezzogiorno!

Tirando le somme: soldi per la power bank, soldi per la cover, soldi per il caricabatterie, soldi per la protezione del display (che sotto il sole non si vede! - peggio di un Redmi da 200 euro... )
insomma, non mi sembra tutto questo grande affare!! Google ci ha presi per delle cavie paganti o cosa?!?

Finché non migliora questa situazione io lo consiglio solo a chi lavora in ufficio tutto il giorno o alle persone che amano girare con la borsa...per la power bank!
"
https://www.amazon.it/portal/customer-reviews/srp/-/R109LMC8IBY48U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Marco,"5,0 su 5 stelle",Recensito in Italia il 10 gennaio 2026,"Devo dire miglior Android con il quale mi son trovato fino adesso.
Ottima durata della batteria, foto fantastiche, video altrettanto.
Responsivo e scattante.
Per quello che mi serve il migliore fin ora.
Continuerò a prendere Google Pixel casomai dovessi cambiarlo per X motivi (sicuro non legati al telefono in sé)
"
https://www.amazon.it/portal/customer-reviews/srp/-/R3I4MKT2T9TNCZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Miguel Mendoza,"5,0 su 5 stelle",Recensito in Italia il 2 maggio 2026,"Tutto perfetto
Grazie
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1XBML2SO2NTBQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Andrea Abbondanza,"5,0 su 5 stelle",Recensito in Italia il 19 aprile 2026,"perfetta e resistente e protettiva. ottima davvero
"
https://www.amazon.it/portal/customer-reviews/srp/-/R10KRG9BKIL9YW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,AhPook,"5,0 su 5 stelle",Recensito in Italia il 11 novembre 2025,"Se comprate un pixel sapete cosa state comprando, rispetta tutto quello detto in tutte le recensioni. io difetti non ne ho trovati, se proprio devo trovare un lato non positivo, la batteria potrebbe essere un po meglio, per me però problema risolto disattivando i 120Hz del display e il 5g , così supero tranquillamente il giorno, a volte ricarico ogni 2 giorni.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1DRJRVFK95UMK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Arianna,"5,0 su 5 stelle",Recensito in Italia il 21 gennaio 2025,"È da diverso tempo che l'adocchiavo e finalmente ho trovato un super prezzo che non mi ha lasciato altra scelta che comprarlo. Veramente sbalordita dalle mille funzioni che ha e dall'ingresso velocità. Unico difetto per quanto mi riguarda è che non si può programmare l'accensione del dispositivo o lo spegnimento automatico e che la sveglia non funzioni se il telefono è spento, mi sembra una mancanza molto grave che spero che implementeranno in futuro. La batteria che mi ha lasciato perplessa leggendo le molte recensioni non trovo che abbia alcun problema, forse dipende dall'utilizzo ma io a fine giornata (ora sono le 22:48) ho la batteria al 66% con un normale uso quotidiano tra Instagram e WhatsApp ho usato il telefono 3h e 34m, non mi sembra male.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R37AOV0NT90JON/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Vincenzo P,"4,0 su 5 stelle",Recensito in Italia il 28 luglio 2025,"Mi aspettavo di meglio... Processore un po' lento, difficile gestione app in background e utilizzo dei ""gesti"" di scorrimento non di facile utilizzo... Al posto di scrollare pagine, si chiudono le applicazioni... Un po' deluso...
"
https://www.amazon.it/portal/customer-reviews/srp/-/R18URTGORQCBTE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,FV,"4,0 su 5 stelle",Recensito in Italia il 27 novembre 2024,"Dopo 6 mesi posso dire di trovarmi molto bene con questo telefono. Esteticamente è molto piacevole e la grandezza è ottimale. Il sistema operativo è molto fluido e il tutto molto intuitivo. Le foto potrebbero essere ancora meglio, ma sono di buona qualità. Fino ad ora non ho mai avuto problemi con app, nel senso che sono tutte supportate e funzionano bene. Il telefono supporta anche le e-sim.
Unica pecca, il prezzo di listino è troppo alto.
"
https://www.amazon.it/portal/customer-reviews/srp/-/RS0QK8YEYOE1K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Nicolò,"5,0 su 5 stelle",Recensito in Italia il 10 aprile 2026,"L'ho fatto acquistare anche a mio padre
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1MYQ542HQYJBO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Edera,"4,0 su 5 stelle",Recensito in Italia il 27 agosto 2025,"Ottimo telefono e rapporto qualità/prezzo, facile da utilizzare. Nonostante la batteria dura poco, lo consiglio per le ottime qualità che ha.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R22QQ0QBV98VRX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Ludov1c0,"4,0 su 5 stelle",Recensito in Italia il 18 maggio 2024,"Devo dire che era tanto tempo che cercavo un telefono compatto senza tanti compromessi in fatto di qualità dei materiali e durata della batteria, certo si potrebbe fare ancora meglio in questo momento andando a mettere sulla bilancia prezzo, prestazioni, aggiornamenti garantiti e estetica devo dire che si fa fatica a trovare concorrenti, devo dire che do 4 stelle invece di 5 perché senza cover risulta veramente scivoloso e si rischia che sgusci via dalle mani in ogni momento. Nota finale (che ancora devo digerire) sono i tasti accensione e volume invertiti.
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1Z2U8YO7AN91L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Francesco DV,"5,0 su 5 stelle",Recensito in Italia il 12 febbraio 2026,"Esperienza Android pura, ottimo l'assistente Gemini, qualità e velocità ad un prezzo giusto!

Migliore smartphone mai acquistato, nei prossimi anni proseguirò sulla linea Pixel di sicuro!
"
https://www.amazon.it/portal/customer-reviews/srp/-/R9E4LSLSFMF87/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Lorenzo Costa,"5,0 su 5 stelle",Recensito in Italia il 5 marzo 2026,"Integrato perfettamente con tutto l ecosistema Google,VPN integrata, non perde un colpo anche sotto stress.
"
https://www.amazon.it/portal/customer-reviews/srp/-/RKZZ2LG0XLGG7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Vincenzo La Mantia,"5,0 su 5 stelle",Recensito in Italia il 17 agosto 2025,"DOPO mesi che lo uso devo dire che un bel cellulare Google ogni mese manda un aggiornamento firmware nuovo .In questi mesi nonostante lo stressato per capire se laggava ma niente non ha mai laggato e sono rimasto contento pure per le foto sia con luce che con poca luce riesce a dare dei buoni scatti fotografici niente da invidiare con altri cellulari con fotocamera più sofisticate .Sono contento dell' acquisto .
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1RO8PXQ8RCIJR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,clascia,"5,0 su 5 stelle",Recensito in Italia il 16 aprile 2026,"🔝
"
https://www.amazon.it/portal/customer-reviews/srp/-/R1D0YXOMBZDQBV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Otello Marin,"5,0 su 5 stelle",Recensito in Italia il 5 aprile 2026,"Tutto OK!!!
"
https://www.amazon.it/portal/customer-reviews/srp/-/R11IR0OFSHAI84/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Maurizio,"5,0 su 5 stelle",Recensito in Italia il 22 marzo 2026,"molto soddisfatto di questo prodotto
"
https://www.amazon.it/portal/customer-reviews/srp/-/R79LREQPAS0AS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Mario,"5,0 su 5 stelle",Recensito in Italia il 7 marzo 2026,"Dopo circa un anno il telefono non perde colpi
"
